Symbol,Name,Country,Sector,Industry
ALJJ,ALJ Regional Holdings Inc. Common Stock,United States,Miscellaneous,Business Services
ALK,Alaska Air Group Inc. Common Stock,United States,Transportation,Air Freight/Delivery Services
ALKS,Alkermes plc Ordinary Shares,Ireland,Health Care,Major Pharmaceuticals
ALL,Allstate Corporation (The) Common Stock,United States,Finance,Property-Casualty Insurers
ALL^B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,United States,,
ALL^G,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series G,United States,,
ALL^H,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series H,United States,,
ALL^I,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series I,United States,,
ALLE,Allegion plc Ordinary Shares,United States,Consumer Services,Diversified Commercial Services
ALLK,Allakos Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
ALLO,Allogene Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALLT,Allot Ltd. Ordinary Shares,Israel,Technology,Computer Communications Equipment
ALLY,Ally Financial Inc. Common Stock,United States,Finance,Major Banks
ALLY^A,GMAC Capital Trust I Fixed Rate Floating Rate Trust Preferred Securities Series 2,United States,,
ALNA,Allena Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
ALOT,AstroNova Inc. Common Stock,United States,Technology,Computer peripheral equipment
ALP^Q,Alabama Power Company 5.00% Class A Preferred Stock Cumulative Par Value $1 Per Share (Stated Capital $25 Per Share),United States,,
ALPN,Alpine Immune Sciences Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
ALRM,Alarm.com Holdings Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
ALRN,Aileron Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
ALRS,Alerus Financial Corporation Common Stock,United States,Finance,Major Banks
ALSK,Alaska Communications Systems Group Inc. Common Stock,United States,Public Utilities,Telecommunications Equipment
ALSN,Allison Transmission Holdings Inc. Common Stock,United States,Capital Goods,Auto Parts:O.E.M.
ALT,Altimmune Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
ALTA,Altabancorp Common Stock,United States,Finance,Major Banks
ALTG,Alta Equipment Group Inc. Class A Common Stock,,Capital Goods,Industrial Machinery/Components
ALTG^A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),,,
ALTM,Altus Midstream Company Class A Common Stock,United States,Public Utilities,Natural Gas Distribution
ALTO,Alto Ingredients Inc. Common Stock,United States,Basic Industries,Major Chemicals
ALTR,Altair Engineering Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
ALTU,Altitude Acquisition Corp. Class A Common Stock,United States,Finance,Business Services
ALTUU,Altitude Acquisition Corp. Unit,United States,Finance,Business Services
ALTUW,Altitude Acquisition Corp. Warrant,United States,Finance,Business Services
ALUS,Alussa Energy Acquisition Corp. Class A Ordinary Shares,,Finance,Business Services
ALV,Autoliv Inc. Common Stock,Sweden,Capital Goods,Auto Parts:O.E.M.
ALVR,AlloVir Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALX,Alexander's Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts
ALXN,Alexion Pharmaceuticals Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
ALXO,ALX Oncology Holdings Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
ALYA,Alithya Group inc. Class A Subordinate Voting Shares,Canada,Technology,Computer Software: Programming Data Processing
AM,Antero Midstream Corporation Common Stock,United States,Public Utilities,Natural Gas Distribution
AMAL,Amalgamated Financial Corp. Common Stock (DE),United States,Consumer Non-Durables,Textiles
AMAT,Applied Materials Inc. Common Stock,United States,Technology,Semiconductors
AMBA,Ambarella Inc. Ordinary Shares,United States,Technology,Semiconductors
AMBC,Ambac Financial Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
AMBO,Ambow Education Holding Ltd. American Depository Shares each representing two Class A ordinary shares,China,Consumer Services,Other Consumer Services
AMC,AMC Entertainment Holdings Inc. Class A Common Stock,,Consumer Services,Movies/Entertainment
AMCR,Amcor plc Ordinary Shares,,Consumer Durables,Miscellaneous manufacturing industries
AMCX,AMC Networks Inc. Class A Common Stock,United States,Consumer Services,Television Services
AMD,Advanced Micro Devices Inc. Common Stock,United States,Technology,Semiconductors
AME,AMETEK Inc.,United States,Capital Goods,Industrial Machinery/Components
AMED,Amedisys Inc Common Stock,United States,Health Care,Medical/Nursing Services
AMEH,Apollo Medical Holdings Inc. Common Stock,United States,Consumer Services,Professional Services
AMER,Emles Made in America ETF,,,
AMG,Affiliated Managers Group Inc. Common Stock,United States,Finance,Investment Managers
AMGN,Amgen Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,,Consumer Services,Real Estate Investment Trusts
AMH^D,American Homes 4 Rent 6.5% Series D Cumulative Perpetual Preferred Shares of Beneficial Interest,,,
AMH^E,American Homes 4 Rent 6.35% Series E Cumulative Redeemable Perpetual Preferred Shares of Beneficial Interest,,,
AMH^F,American Homes 4 Rent 5.875% Series F Cumulative Redeemable Perpetual Preferred Shares,,,
AMH^G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,,,
AMH^H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,,,
AMHC,Amplitude Healthcare Acquisition Corporation Class A Common Stock,United States,Finance,Business Services
AMHCW,Amplitude Healthcare Acquisition Corporation Warrants,United States,Finance,Business Services
AMK,AssetMark Financial Holdings Inc. Common Stock,United States,Finance,Investment Managers
AMKR,Amkor Technology Inc. Common Stock,United States,Technology,Semiconductors
AMN,AMN Healthcare Services Inc AMN Healthcare Services Inc,United States,Technology,Professional Services
AMNB,American National Bankshares Inc. Common Stock,United States,Finance,Major Banks
AMOT,Allied Motion Technologies Inc.,United States,Capital Goods,Electrical Products
AMOV,America Movil S.A.B. de C.V. Class A American Depositary Shares,Mexico,Public Utilities,Telecommunications Equipment
AMP,Ameriprise Financial Inc. Common Stock,United States,Finance,Investment Managers
AMPE,Ampio Pharmaceuticals Inc.,United States,Health Care,Major Pharmaceuticals
AMPG,Amplitech Group Inc. Common Stock,United States,Capital Goods,Telecommunications Equipment
AMPGW,Amplitech Group Inc. Warrants,United States,Capital Goods,Telecommunications Equipment
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
AMPY,Amplify Energy Corp. Common Stock,United States,Energy,Oil & Gas Production
AMR,Alpha Metallurgical Resources Inc. Common Stock,United States,Energy,Coal Mining
AMRB,American River Bankshares Common Stock,United States,Finance,Major Banks
AMRC,Ameresco Inc. Class A Common Stock,United States,Basic Industries,Engineering & Construction
AMRK,A-Mark Precious Metals Inc. Common Stock,United States,Basic Industries,Other Specialty Stores
AMRN,Amarin Corporation plc,Ireland,Health Care,Major Pharmaceuticals
AMRS,Amyris Inc. Common Stock,United States,Basic Industries,Major Chemicals
AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,,Health Care,Major Pharmaceuticals
AMS,American Shared Hospital Services Common Stock,United States,Health Care,Medical Specialities
AMSC,American Superconductor Corporation Common Stock,United States,Consumer Durables,Metal Fabrications
AMSF,AMERISAFE Inc. Common Stock,United States,Finance,Property-Casualty Insurers
AMST,Amesite Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
AMSWA,American Software Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
AMT,American Tower Corporation (REIT) Common Stock,United States,Consumer Services,Real Estate Investment Trusts
AMTB,Amerant Bancorp Inc. Class A Common Stock,United States,Finance,Major Banks
AMTBB,Amerant Bancorp Inc. Class B Common Stock,United States,Finance,Major Banks
AMTI,Applied Molecular Transport Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
AMTX,Aemetis Inc. Common Stock,United States,Basic Industries,Major Chemicals
AMWD,American Woodmark Corporation Common Stock,United States,Basic Industries,Forest Products
AMWL,American Well Corporation Class A Common Stock,United States,Miscellaneous,Business Services
AMX,America Movil S.A.B. de C.V. American Depository Receipt Series L,Mexico,Public Utilities,Telecommunications Equipment
AMYT,Amryt Pharma plc American Depositary Shares,United Kingdom,Health Care,Major Pharmaceuticals
AMZN,Amazon.com Inc. Common Stock,United States,Consumer Services,Catalog/Specialty Distribution
AN,AutoNation Inc. Common Stock,United States,Consumer Durables,Automotive Aftermarket
ANAB,AnaptysBio Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
ANAT,American National Group Inc. Common Stock,United States,Finance,Life Insurance
ANCN,Anchiano Therapeutics Ltd. American Depositary Share,Israel,Health Care,Major Pharmaceuticals
ANDA,Andina Acquisition Corp. III Ordinary Shares,United States,Finance,Business Services
ANDAR,Andina Acquisition Corp. III Right,United States,Finance,Business Services
ANDAU,Andina Acquisition Corp. III Unit,United States,Finance,Business Services
ANDAW,Andina Acquisition Corp. III Warrant,United States,Finance,Business Services
ANDE,Andersons Inc. (The) Common Stock,United States,Consumer Services,Farming/Seeds/Milling
ANET,Arista Networks Inc. Common Stock,,Technology,Computer Communications Equipment
ANF,Abercrombie & Fitch Company Common Stock,United States,Consumer Services,Clothing/Shoe/Accessory Stores
ANGI,ANGI Homeservices Inc. Class A Common Stock,United States,Consumer Services,Advertising
ANGN,Angion Biomedica Corp. Common Stock,United States,Health Care,Major Pharmaceuticals
ANGO,AngioDynamics Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
ANH,Anworth Mortgage Asset Corporation Common Stock,United States,Consumer Services,Real Estate Investment Trusts
ANH^A,Anworth Mortgage Asset Corporation Series A Preferred Stock,United States,,
ANH^B,Anworth Mortgage Asset  Corporation Preferred Stock Series B 6.25%,United States,,
ANH^C,Anworth Mortgage Asset  Corporation 7.625% Series C Cumulative Redeemable  Preferred Stock,United States,,
ANIK,Anika Therapeutics Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
ANIP,ANI Pharmaceuticals Inc.,United States,Health Care,Major Pharmaceuticals
ANIX,Anixa Biosciences Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
ANNX,Annexon Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
ANPC,AnPac Bio-Medical Science Co. Ltd. American Depositary Shares,China,Health Care,Medical Specialities
ANSS,ANSYS Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
ANTE,AirNet Technology Inc. American Depositary Shares,China,Technology,Advertising
ANTM,Anthem Inc. Common Stock,United States,Health Care,Medical Specialities
ANVS,Annovis Bio Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
ANY,Sphere 3D Corp. Common Shares,Canada,Technology,EDP Services
ANZUU,Anzu Special Acquisition Corp I Units,United States,Finance,Business Services
AOD,Aberdeen Total Dynamic Dividend Fund Common Stock,United States,,
AON,Aon plc Class A Ordinary Shares (Ireland),United States,Finance,Specialty Insurers
AONE,one Class A Ordinary Shares,United States,Finance,Business Services
AOS,A.O. Smith Corporation Common Stock,United States,Consumer Durables,Consumer Electronics/Appliances
AOSL,Alpha and Omega Semiconductor Limited Common Shares,Bermuda,Technology,Semiconductors
AOUT,American Outdoor Brands Inc. Common Stock ,United States,Capital Goods,Ordnance And Accessories
AP,Ampco-Pittsburgh Corporation Common Stock,United States,Capital Goods,Fluid Controls
APA,APA Corporation Common Stock,United States,Energy,Oil & Gas Production
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,United States,Finance,Investment Managers
APD,Air Products and Chemicals Inc. Common Stock,United States,Basic Industries,Major Chemicals
APDN,Applied DNA Sciences Inc. Common Stock,United States,Consumer Services,Other Consumer Services
APEI,American Public Education Inc. Common Stock,United States,Consumer Services,Other Consumer Services
APEN,Apollo Endosurgery Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
APG,APi Group Corporation Common Stock,,Basic Industries,Engineering & Construction
APH,Amphenol Corporation Common Stock,United States,Capital Goods,Electrical Products
APHA,Aphria Inc. Common Shares,Canada,Consumer Durables,Specialty Chemicals
API,Agora Inc. American Depositary Shares,China,Technology,Computer Software: Prepackaged Software
APLE,Apple Hospitality REIT Inc. Common Shares,United States,Consumer Services,Real Estate Investment Trusts
APLS,Apellis Pharmaceuticals Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
APLT,Applied Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
APM,Aptorum Group Limited Class A Ordinary Shares,Hong Kong,Health Care,Major Pharmaceuticals
APO,Apollo Global Management Inc. Class A Common Stock,United States,Finance,Investment Managers
APO^A,Apollo Global Management Inc. 6.375% Series A Preferred Shares,United States,,
APO^B,Apollo Global Management Inc 6.375% Series B Preferred Shares,United States,,
APOG,Apogee Enterprises Inc. Common Stock,United States,Capital Goods,Auto Parts:O.E.M.
APOP,Cellect Biotechnology Ltd. American Depositary Shares,Israel,Health Care,Medical/Dental Instruments
